Primary_Guest_Name,last_stay,frequency,monetary,avg_nights,n_special_req,cancel_rate,recency_days,R,F,M,RFM_Score,Tier
Guest_001761,2022-04-07,1,4217.77,1.0,2.0,0.0,634,1,1,2,4,Lapsed
Guest_001765,2023-08-10,1,2815.98,1.0,4.0,0.0,144,4,1,1,6,New
Guest_001770,2022-01-06,1,6115.07,2.0,1.0,0.0,725,1,1,2,4,Lapsed
Guest_001774,2023-08-09,1,6332.66,2.0,1.0,0.0,145,4,1,2,7,New
Guest_001790,2023-10-08,2,14400.060000000001,1.5,1.5,0.0,85,5,5,4,14,VIP
Guest_001798,2023-09-08,1,8883.97,2.0,0.0,0.0,115,5,1,3,9,New
Guest_001805,2023-02-08,1,10201.61,2.0,0.0,0.0,327,3,1,4,8,New
Guest_001811,2022-07-24,1,10423.73,3.0,1.0,0.0,526,2,1,4,7,Lapsed
Guest_001820,2022-03-27,1,19398.22,3.0,0.0,0.5,645,1,1,5,7,Lapsed
Guest_001823,2022-06-09,2,28073.8,3.0,1.0,0.0,571,1,5,5,11,At Risk
Guest_001829,2022-08-07,1,7149.41,1.0,0.0,0.5,512,2,1,3,6,Lapsed
Guest_001830,2022-09-27,1,6210.76,2.0,2.0,0.0,461,2,1,2,5,Lapsed
Guest_001843,2023-06-09,1,4307.97,1.0,0.0,0.0,206,4,1,2,7,New
Guest_001844,2023-11-16,1,6657.12,2.0,1.0,0.0,46,5,1,2,8,New
Guest_001849,2022-08-03,2,17020.84,2.0,2.5,0.0,516,2,5,5,12,At Risk
Guest_001850,2023-01-20,1,3972.67,1.0,0.0,0.0,346,3,1,1,5,New
Guest_001855,2022-02-01,1,6699.66,2.0,2.0,0.0,699,1,1,2,4,Lapsed
Guest_001866,2022-04-13,2,11308.04,1.5,0.5,0.0,628,1,5,4,10,At Risk
Guest_001867,2023-11-02,1,3593.71,1.0,0.0,0.0,60,5,1,1,7,New
Guest_001868,2023-09-19,1,3172.43,1.0,1.0,0.5,104,5,1,1,7,New
Guest_001875,2023-03-09,1,11808.38,4.0,2.0,0.5,298,3,1,4,8,New
Guest_001878,2023-01-05,1,6012.59,2.0,2.0,0.0,361,3,1,2,6,New
Guest_001881,2023-10-14,1,14772.31,4.0,2.0,0.0,79,5,1,4,10,New
Guest_001889,2023-09-25,2,37643.81,5.0,1.5,0.0,98,5,5,5,15,VIP
Guest_001890,2022-05-22,1,19547.42,5.0,2.0,0.0,589,1,1,5,7,Lapsed
Guest_001891,2023-07-21,1,21102.21,6.0,3.0,0.0,164,4,1,5,10,New
Guest_001892,2023-10-26,1,11974.32,4.0,1.0,0.5,67,5,1,4,10,New
Guest_001905,2023-10-26,1,3192.81,1.0,0.0,0.0,67,5,1,1,7,New
Guest_001917,2022-10-30,1,4359.6,1.0,0.0,0.0,428,2,1,2,5,Lapsed
Guest_001940,2022-08-10,1,3794.69,1.0,1.0,0.0,509,2,1,1,4,Lapsed
Guest_001947,2023-09-17,1,13769.62,3.0,0.0,0.0,106,5,1,4,10,New
Guest_001948,2023-01-23,1,6830.7,2.0,0.0,0.0,343,3,1,2,6,New
Guest_001953,2022-07-11,1,3624.45,1.0,1.0,0.0,539,2,1,1,4,Lapsed
Guest_001955,2022-12-23,1,15033.13,4.0,0.0,0.0,374,3,1,4,8,New
Guest_001971,2023-01-01,1,18225.09,5.0,4.0,0.0,365,3,1,5,9,New
Guest_001973,2022-08-18,1,3234.69,1.0,0.0,0.0,501,2,1,1,4,Lapsed
Guest_001980,2022-08-15,1,16522.13,5.0,1.0,0.0,504,2,1,5,8,Lapsed
Guest_001986,2022-05-30,1,9043.17,3.0,1.0,0.0,581,1,1,3,5,Lapsed
Guest_002013,2023-03-16,1,11321.65,3.0,2.0,0.0,291,3,1,4,8,New
Guest_002021,2022-12-03,1,4422.42,1.0,0.0,0.0,394,3,1,2,6,New
Guest_002024,2023-03-10,1,3172.18,1.0,1.0,0.0,297,3,1,1,5,New
Guest_002025,2023-05-03,1,12518.96,4.0,2.0,0.0,243,4,1,4,9,New
Guest_002028,2022-08-28,1,3736.7,1.0,2.0,0.0,491,2,1,1,4,Lapsed
Guest_002040,2023-11-04,1,8280.09,2.0,2.0,0.0,58,5,1,3,9,New
Guest_002050,2023-04-01,2,19992.559999999998,2.0,1.5,0.0,275,3,5,5,13,VIP
Guest_002053,2023-01-11,1,8305.28,3.0,0.0,0.0,355,3,1,3,7,New
Guest_002064,2023-04-08,1,7667.39,2.0,5.0,0.0,268,4,1,3,8,New
Guest_002070,2023-08-29,1,5948.68,2.0,0.0,0.0,125,4,1,2,7,New
Guest_002081,2022-05-17,1,12072.7,4.0,0.0,0.0,594,1,1,4,6,Lapsed
Guest_002086,2022-01-04,1,15078.2,4.0,0.0,0.0,727,1,1,4,6,Lapsed
Guest_002098,2023-01-22,1,3778.5,1.0,0.0,0.0,344,3,1,1,5,New
Guest_002118,2023-05-29,1,6108.35,2.0,1.0,0.0,217,4,1,2,7,New
Guest_002120,2023-09-17,1,4029.1,1.0,2.0,0.0,106,5,1,2,8,New
Guest_002124,2023-08-04,1,15241.45,4.0,0.0,0.0,150,4,1,5,10,New
Guest_002126,2022-08-12,1,7246.56,2.0,2.0,0.0,507,2,1,3,6,Lapsed
Guest_002130,2023-07-23,1,8331.86,2.0,1.0,0.0,162,4,1,3,8,New
Guest_002135,2023-01-14,1,21064.92,6.0,2.0,0.0,352,3,1,5,9,New
Guest_002143,2023-04-01,1,22105.33,5.0,1.0,0.0,275,3,1,5,9,New
Guest_002152,2023-12-16,1,13974.34,3.0,2.0,0.0,16,5,1,4,10,New
Guest_002171,2023-01-26,1,8636.14,3.0,1.0,0.0,340,3,1,3,7,New
Guest_002180,2022-09-12,1,12665.92,3.0,0.0,0.0,476,2,1,4,7,Lapsed
Guest_002181,2023-06-11,1,18317.15,4.0,0.0,0.0,204,4,1,5,10,New
Guest_002182,2023-11-02,1,2976.34,1.0,2.0,0.0,60,5,1,1,7,New
Guest_002185,2022-02-06,1,3621.7,1.0,0.0,0.0,694,1,1,1,3,Lapsed
Guest_002187,2022-10-08,1,6523.46,1.0,2.0,0.0,450,2,1,2,5,Lapsed
Guest_002188,2023-01-22,2,15148.23,2.0,0.5,0.0,344,3,5,4,12,Lapsed
Guest_002191,2023-07-02,2,27263.93,3.5,1.0,0.0,183,4,5,5,14,VIP
Guest_002196,2022-10-13,1,3748.92,1.0,3.0,0.0,445,2,1,1,4,Lapsed
Guest_002201,2022-08-19,1,12999.71,4.0,4.0,0.0,500,2,1,4,7,Lapsed
Guest_002213,2022-12-14,1,14740.21,5.0,1.0,0.0,383,3,1,4,8,New
Guest_002218,2022-03-06,1,7996.84,2.0,2.0,0.0,666,1,1,3,5,Lapsed
Guest_002220,2023-04-21,1,42202.17,7.0,1.0,0.0,255,4,1,5,10,New
Guest_002224,2023-01-21,1,4212.66,1.0,0.0,0.0,345,3,1,2,6,New
Guest_002233,2023-09-29,1,3279.88,1.0,2.0,0.0,94,5,1,1,7,New
Guest_002238,2022-09-29,1,3257.74,1.0,0.0,0.0,459,2,1,1,4,Lapsed
Guest_002240,2022-11-12,1,4604.11,1.0,2.0,0.0,415,3,1,2,6,New
Guest_002242,2022-06-10,1,3375.58,1.0,1.0,0.0,570,1,1,1,3,Lapsed
Guest_002243,2023-02-28,1,3863.93,1.0,2.0,0.0,307,3,1,1,5,New
Guest_002247,2023-11-15,1,6586.45,2.0,0.0,0.0,47,5,1,2,8,New
Guest_002250,2022-07-08,1,4687.36,2.0,1.0,0.0,542,2,1,2,5,Lapsed
Guest_002262,2023-08-29,1,3613.61,1.0,0.0,0.0,125,4,1,1,6,New
Guest_002274,2022-10-30,1,11128.82,3.0,0.0,0.0,428,2,1,4,7,Lapsed
Guest_002275,2022-04-22,1,21194.94,5.0,2.0,0.0,619,1,1,5,7,Lapsed
Guest_002292,2022-01-22,1,10497.78,3.0,0.0,0.0,709,1,1,4,6,Lapsed
Guest_002296,2022-10-31,1,6922.99,2.0,0.0,0.0,427,2,1,2,5,Lapsed
Guest_002301,2022-10-21,1,17858.22,4.0,2.0,0.0,437,2,1,5,8,Lapsed
Guest_002302,2022-10-21,1,7832.61,2.0,0.0,0.0,437,2,1,3,6,Lapsed
Guest_002304,2022-10-06,1,3903.14,1.0,0.0,0.0,452,2,1,1,4,Lapsed
Guest_002309,2023-07-25,1,6564.79,2.0,2.0,0.0,160,4,1,2,7,New
Guest_002322,2022-12-01,1,9897.18,3.0,1.0,0.0,396,3,1,4,8,New
Guest_002326,2023-10-10,1,3339.24,1.0,3.0,0.0,83,5,1,1,7,New
Guest_002331,2022-07-02,2,13541.630000000001,2.0,0.0,0.0,548,2,5,4,11,At Risk
Guest_002337,2022-05-08,1,7029.08,2.0,1.0,0.5,603,1,1,3,5,Lapsed
Guest_002338,2023-01-27,1,9236.48,2.0,1.0,0.0,339,3,1,3,7,New
Guest_002344,2023-01-08,1,3514.69,1.0,0.0,0.0,358,3,1,1,5,New
Guest_002349,2023-09-03,2,21261.1,3.0,1.5,0.0,120,4,5,5,14,VIP
Guest_002353,2023-12-16,1,9138.62,2.0,1.0,0.0,16,5,1,3,9,New
Guest_002364,2022-01-29,1,3385.19,1.0,1.0,0.0,702,1,1,1,3,Lapsed
Guest_002369,2023-11-22,1,6675.2,2.0,2.0,0.0,40,5,1,2,8,New
Guest_002370,2022-04-30,1,20832.9,5.0,0.0,0.0,611,1,1,5,7,Lapsed
Guest_002388,2022-04-14,1,3632.59,1.0,0.0,0.0,627,1,1,1,3,Lapsed
Guest_002390,2023-02-22,1,3251.24,1.0,4.0,0.0,313,3,1,1,5,New
Guest_002391,2023-10-15,1,14250.63,3.0,3.0,0.0,78,5,1,4,10,New
Guest_002405,2022-10-02,1,13311.31,3.0,1.0,0.0,456,2,1,4,7,Lapsed
Guest_002408,2023-09-09,2,25415.9,3.0,1.0,0.0,114,5,5,5,15,VIP
Guest_002410,2023-02-22,3,15723.060000000001,1.3333333333333333,1.0,0.25,313,3,5,5,13,VIP
Guest_002419,2022-01-24,1,9646.86,3.0,0.0,0.0,707,1,1,3,5,Lapsed
Guest_002423,2022-01-03,1,20699.95,6.0,1.0,0.0,728,1,1,5,7,Lapsed
Guest_002424,2022-09-27,1,7143.49,2.0,2.0,0.0,461,2,1,3,6,Lapsed
Guest_002427,2023-09-10,1,14642.61,4.0,1.0,0.0,113,5,1,4,10,New
Guest_002443,2023-03-25,1,17565.24,5.0,0.0,0.0,282,3,1,5,9,New
Guest_002445,2023-03-07,1,12618.14,4.0,0.0,0.0,300,3,1,4,8,New
Guest_002454,2022-03-07,1,8302.59,3.0,3.0,0.0,665,1,1,3,5,Lapsed
Guest_002460,2022-06-02,1,13815.16,4.0,0.0,0.0,578,1,1,4,6,Lapsed
Guest_002461,2023-10-28,1,25781.06,7.0,1.0,0.0,65,5,1,5,11,New
Guest_002463,2023-11-30,1,2999.89,1.0,3.0,0.0,32,5,1,1,7,New
Guest_002472,2023-12-03,1,4596.19,1.0,0.0,0.0,29,5,1,2,8,New
Guest_002485,2023-06-14,2,16518.21,2.0,1.5,0.3333333333333333,201,4,5,5,14,VIP
Guest_002492,2023-05-24,1,3542.55,1.0,0.0,0.0,222,4,1,1,6,New
Guest_002499,2022-09-08,1,17524.02,5.0,4.0,0.0,480,2,1,5,8,Lapsed
Guest_002502,2023-01-03,1,20950.36,7.0,0.0,0.0,363,3,1,5,9,New
Guest_002503,2023-09-16,1,4086.34,1.0,2.0,0.0,107,5,1,2,8,New
Guest_002508,2023-06-28,1,3436.72,1.0,2.0,0.0,187,4,1,1,6,New
Guest_002514,2022-12-10,1,10132.33,2.0,2.0,0.0,387,3,1,4,8,New
Guest_002516,2022-08-05,1,3766.48,1.0,0.0,0.0,514,2,1,1,4,Lapsed
Guest_002518,2022-12-03,1,3786.54,1.0,0.0,0.0,394,3,1,1,5,New
Guest_002520,2022-09-16,1,10075.39,2.0,0.0,0.0,472,2,1,4,7,Lapsed
Guest_002521,2022-09-23,1,22953.24,6.0,0.0,0.0,465,2,1,5,8,Lapsed
Guest_002523,2023-05-04,1,12624.19,4.0,0.0,0.0,242,4,1,4,9,New
Guest_002525,2023-03-22,1,6932.51,2.0,0.0,0.0,285,3,1,2,6,New
Guest_002528,2023-12-09,1,4696.72,1.0,2.0,0.0,23,5,1,2,8,New
Guest_002548,2023-03-24,2,15791.029999999999,2.0,1.0,0.0,283,3,5,5,13,VIP
Guest_002553,2022-03-12,1,10704.85,2.0,3.0,0.0,660,1,1,4,6,Lapsed
Guest_002560,2023-08-08,1,10672.33,3.0,1.0,0.0,146,4,1,4,9,New
Guest_002561,2023-09-20,2,8854.2,1.0,3.0,0.0,103,5,5,3,13,VIP
Guest_002574,2023-12-16,1,12597.11,3.0,3.0,0.0,16,5,1,4,10,New
Guest_002579,2023-01-04,1,24721.01,7.0,0.0,0.0,362,3,1,5,9,New
Guest_002592,2022-04-02,1,14741.6,3.0,2.0,0.0,639,1,1,4,6,Lapsed
Guest_002606,2023-05-15,1,6989.4,2.0,2.0,0.0,231,4,1,3,8,New
Guest_002617,2022-09-25,1,22507.03,6.0,2.0,0.0,463,2,1,5,8,Lapsed
Guest_002630,2022-09-05,1,4064.86,1.0,1.0,0.0,483,2,1,2,5,Lapsed
Guest_002634,2023-06-22,1,3402.63,1.0,1.0,0.0,193,4,1,1,6,New
Guest_002651,2022-11-01,1,13744.06,4.0,0.0,0.0,426,2,1,4,7,Lapsed
Guest_002653,2022-08-31,1,14569.86,5.0,2.0,0.5,488,2,1,4,7,Lapsed
Guest_002655,2022-12-04,1,12309.53,3.0,0.0,0.0,393,3,1,4,8,New
Guest_002659,2023-06-01,1,11770.3,4.0,0.0,0.0,214,4,1,4,9,New
Guest_002660,2023-03-15,1,13786.75,4.0,1.0,0.0,292,3,1,4,8,New
Guest_002662,2022-01-08,1,3643.72,1.0,0.0,0.0,723,1,1,1,3,Lapsed
Guest_002664,2023-07-06,1,6240.39,2.0,0.0,0.5,179,4,1,2,7,New
Guest_002666,2022-10-02,2,11476.82,1.5,0.5,0.0,456,2,5,4,11,At Risk
Guest_002674,2022-09-06,1,20199.82,5.0,0.0,0.0,482,2,1,5,8,Lapsed
Guest_002681,2023-03-19,1,7290.71,2.0,0.0,0.0,288,3,1,3,7,New
Guest_002688,2023-01-28,1,3496.29,1.0,0.0,0.5,338,3,1,1,5,New
Guest_002702,2023-09-30,2,22577.769999999997,2.0,2.5,0.0,93,5,5,5,15,VIP
Guest_002707,2022-03-11,1,10012.8,3.0,1.0,0.0,661,1,1,4,6,Lapsed
Guest_002715,2022-09-05,1,12585.66,4.0,0.0,0.0,483,2,1,4,7,Lapsed
Guest_002717,2022-12-27,1,11779.62,3.0,2.0,0.0,370,3,1,4,8,New
Guest_002726,2023-11-12,2,11677.33,1.0,3.5,0.0,50,5,5,4,14,VIP
Guest_002732,2022-06-19,1,4075.3,1.0,1.0,0.0,561,1,1,2,4,Lapsed
Guest_002735,2023-03-22,1,18772.82,5.0,1.0,0.0,285,3,1,5,9,New
Guest_002741,2022-09-11,1,3957.48,1.0,2.0,0.0,477,2,1,1,4,Lapsed
Guest_002743,2023-09-04,1,3765.38,1.0,0.0,0.0,119,5,1,1,7,New
Guest_002750,2023-10-25,1,11103.42,3.0,2.0,0.0,68,5,1,4,10,New
Guest_002764,2023-02-12,1,6628.97,2.0,1.0,0.0,323,3,1,2,6,New
Guest_002771,2022-11-09,1,9752.33,3.0,0.0,0.0,418,3,1,3,7,New
Guest_002773,2023-05-20,1,10662.36,3.0,3.0,0.0,226,4,1,4,9,New
Guest_002786,2023-12-27,1,2467.29,1.0,1.0,0.0,5,5,1,1,7,New
Guest_002789,2022-02-12,1,6112.78,2.0,1.0,0.0,688,1,1,2,4,Lapsed
Guest_002796,2022-10-29,1,3894.74,1.0,0.0,0.0,429,2,1,1,4,Lapsed
Guest_002800,2022-10-31,1,8482.61,2.0,0.0,0.0,427,2,1,3,6,Lapsed
Guest_002802,2022-11-29,1,24134.34,7.0,0.0,0.0,398,3,1,5,9,New
Guest_002805,2023-06-02,1,22637.14,7.0,4.0,0.0,213,4,1,5,10,New
Guest_002810,2022-04-11,1,4060.37,1.0,0.0,0.0,630,1,1,2,4,Lapsed
Guest_002812,2022-09-09,1,8186.86,2.0,0.0,0.0,479,2,1,3,6,Lapsed
Guest_002831,2022-09-10,1,28014.4,6.0,1.0,0.0,478,2,1,5,8,Lapsed
Guest_002850,2023-11-03,1,3771.3,1.0,2.0,0.0,59,5,1,1,7,New
Guest_002852,2023-08-20,2,27184.149999999998,3.5,1.5,0.0,134,4,5,5,14,VIP
Guest_002862,2022-03-09,1,4040.95,1.0,2.0,0.5,663,1,1,2,4,Lapsed
Guest_002869,2022-04-27,1,5960.28,2.0,1.0,0.0,614,1,1,2,4,Lapsed
Guest_002890,2023-10-04,2,8836.24,1.0,0.5,0.0,89,5,5,3,13,VIP
Guest_002895,2023-12-30,1,4176.04,1.0,0.0,0.0,2,5,1,2,8,New
Guest_002905,2022-10-21,1,8916.75,2.0,1.0,0.0,437,2,1,3,6,Lapsed
Guest_002910,2022-09-10,1,17077.4,4.0,0.0,0.0,478,2,1,5,8,Lapsed
Guest_002913,2023-03-18,2,15263.009999999998,2.0,0.5,0.0,289,3,5,5,13,VIP
Guest_002919,2022-04-28,1,14111.66,3.0,2.0,0.0,613,1,1,4,6,Lapsed
Guest_002931,2023-09-28,1,3181.15,1.0,0.0,0.0,95,5,1,1,7,New
Guest_002933,2023-04-13,1,3866.4,1.0,0.0,0.0,263,4,1,1,6,New
Guest_002934,2022-03-07,1,10620.29,4.0,4.0,0.0,665,1,1,4,6,Lapsed
Guest_002936,2022-12-04,1,4208.0,1.0,2.0,0.0,393,3,1,2,6,New
Guest_002941,2023-10-24,1,9572.88,3.0,1.0,0.0,69,5,1,3,9,New
Guest_002946,2023-10-22,1,3727.24,1.0,1.0,0.5,71,5,1,1,7,New
Guest_002947,2022-10-18,1,15857.97,5.0,0.0,0.0,440,2,1,5,8,Lapsed
Guest_002950,2023-12-13,2,6240.92,1.0,2.5,0.0,19,5,5,2,12,Loyal
Guest_002954,2023-10-14,1,4282.9,1.0,1.0,0.0,79,5,1,2,8,New
Guest_002965,2023-10-31,1,26494.38,5.0,0.0,0.0,62,5,1,5,11,New
Guest_002972,2022-08-31,1,6743.21,2.0,1.0,0.0,488,2,1,2,5,Lapsed
Guest_002983,2023-12-26,1,11664.71,4.0,1.0,0.0,6,5,1,4,10,New
Guest_002990,2023-10-17,1,10478.34,2.0,1.0,0.0,76,5,1,4,10,New
Guest_002991,2023-09-29,1,9447.31,2.0,0.0,0.0,94,5,1,3,9,New
Guest_002992,2022-02-11,1,11457.77,3.0,3.0,0.0,689,1,1,4,6,Lapsed
Guest_002999,2023-08-28,1,7722.38,2.0,1.0,0.5,126,4,1,3,8,New
Guest_003006,2023-07-16,1,12615.37,2.0,0.0,0.0,169,4,1,4,9,New
Guest_003009,2022-10-05,1,17804.75,5.0,0.0,0.0,453,2,1,5,8,Lapsed
Guest_003015,2022-10-30,1,5303.09,1.0,1.0,0.0,428,2,1,2,5,Lapsed
Guest_003021,2022-10-01,1,17614.6,4.0,1.0,0.5,457,2,1,5,8,Lapsed
Guest_003024,2022-06-26,1,15110.77,4.0,2.0,0.0,554,2,1,4,7,Lapsed
Guest_003031,2022-06-11,1,3927.41,1.0,0.0,0.0,569,1,1,1,3,Lapsed
Guest_003032,2023-04-04,1,3548.99,1.0,1.0,0.0,272,3,1,1,5,New
Guest_003034,2022-11-11,1,12862.84,4.0,2.0,0.0,416,3,1,4,8,New
Guest_003058,2023-08-01,1,3972.7,1.0,1.0,0.0,153,4,1,1,6,New
Guest_003067,2023-08-12,1,3119.1,1.0,2.0,0.0,142,4,1,1,6,New
Guest_003073,2022-05-03,1,2892.38,1.0,1.0,0.0,608,1,1,1,3,Lapsed
Guest_003079,2022-09-04,1,4811.21,1.0,3.0,0.0,484,2,1,2,5,Lapsed
Guest_003083,2023-12-20,1,3348.11,1.0,1.0,0.0,12,5,1,1,7,New
Guest_003088,2023-03-02,1,6299.53,2.0,0.0,0.0,305,3,1,2,6,New
Guest_003090,2022-05-12,1,6550.84,2.0,4.0,0.0,599,1,1,2,4,Lapsed
Guest_003096,2022-06-11,1,8706.99,2.0,1.0,0.0,569,1,1,3,5,Lapsed
Guest_003100,2022-07-03,1,3859.99,1.0,1.0,0.0,547,2,1,1,4,Lapsed
Guest_003106,2022-07-25,1,20728.42,4.0,0.0,0.0,525,2,1,5,8,Lapsed
Guest_003109,2023-04-28,1,8185.92,2.0,1.0,0.0,248,4,1,3,8,New
Guest_003110,2022-04-27,1,11114.17,3.0,1.0,0.0,614,1,1,4,6,Lapsed
Guest_003113,2023-08-18,2,11383.52,1.5,0.5,0.0,136,4,5,4,13,VIP
Guest_003122,2022-12-21,1,3422.89,1.0,2.0,0.0,376,3,1,1,5,New
Guest_003141,2023-12-11,1,6504.83,2.0,5.0,0.0,21,5,1,2,8,New
Guest_003144,2022-10-01,1,4384.16,1.0,0.0,0.0,457,2,1,2,5,Lapsed
Guest_003156,2022-10-13,1,6667.32,2.0,2.0,0.0,445,2,1,2,5,Lapsed
Guest_003158,2022-01-21,1,4155.64,1.0,1.0,0.5,710,1,1,2,4,Lapsed
Guest_003161,2023-09-21,1,11031.89,3.0,2.0,0.0,102,5,1,4,10,New
Guest_003178,2023-04-30,1,8696.96,2.0,0.0,0.0,246,4,1,3,8,New
Guest_003188,2022-03-05,1,3601.98,1.0,0.0,0.0,667,1,1,1,3,Lapsed
Guest_003201,2022-05-11,1,3007.87,1.0,1.0,0.0,600,1,1,1,3,Lapsed
Guest_003202,2022-12-26,1,9995.56,3.0,1.0,0.5,371,3,1,4,8,New
Guest_003208,2023-10-30,1,6814.66,2.0,2.0,0.0,63,5,1,2,8,New
Guest_003220,2023-12-01,2,31195.52,3.5,0.5,0.3333333333333333,31,5,5,5,15,VIP
Guest_003221,2023-02-10,1,6413.66,1.0,0.0,0.0,325,3,1,2,6,New
Guest_003229,2023-04-04,1,10773.1,3.0,1.0,0.0,272,3,1,4,8,New
Guest_003230,2023-09-09,1,18114.7,4.0,1.0,0.0,114,5,1,5,11,New
Guest_003258,2023-09-01,1,8067.74,2.0,2.0,0.0,122,4,1,3,8,New
Guest_003281,2022-01-16,1,12908.72,3.0,0.0,0.0,715,1,1,4,6,Lapsed
Guest_003284,2023-07-12,1,6510.43,2.0,3.0,0.0,173,4,1,2,7,New
Guest_003289,2023-10-09,1,7768.43,2.0,1.0,0.0,84,5,1,3,9,New
Guest_003290,2023-01-26,1,11550.17,3.0,0.0,0.0,340,3,1,4,8,New
Guest_003295,2023-09-08,3,20333.91,1.6666666666666667,0.6666666666666666,0.0,115,5,5,5,15,VIP
Guest_003297,2022-01-15,1,4479.36,1.0,2.0,0.5,716,1,1,2,4,Lapsed
Guest_003299,2022-08-31,1,8799.81,3.0,5.0,0.0,488,2,1,3,6,Lapsed
Guest_003302,2022-09-16,2,15879.2,2.0,3.0,0.0,472,2,5,5,12,At Risk
Guest_003317,2022-10-30,1,7959.39,2.0,1.0,0.0,428,2,1,3,6,Lapsed
Guest_003334,2022-12-12,1,7966.76,2.0,4.0,0.0,385,3,1,3,7,New
Guest_003341,2023-12-14,1,13804.84,5.0,0.0,0.0,18,5,1,4,10,New
Guest_003351,2023-11-13,1,6992.14,2.0,4.0,0.0,49,5,1,3,9,New
Guest_003361,2023-06-10,1,3895.35,1.0,1.0,0.0,205,4,1,1,6,New
Guest_003369,2022-05-27,1,6800.73,2.0,0.0,0.0,584,1,1,2,4,Lapsed
Guest_003370,2023-08-14,1,5867.58,1.0,0.0,0.0,140,4,1,2,7,New
Guest_003373,2023-06-01,1,8435.48,3.0,2.0,0.0,214,4,1,3,8,New
Guest_003387,2023-01-31,1,2937.07,1.0,4.0,0.0,335,3,1,1,5,New
Guest_003402,2023-09-22,1,5102.04,1.0,4.0,0.0,101,5,1,2,8,New
Guest_003419,2022-10-08,1,20731.94,6.0,1.0,0.0,450,2,1,5,8,Lapsed
Guest_003424,2022-04-16,1,25682.76,6.0,1.0,0.0,625,1,1,5,7,Lapsed
Guest_003425,2022-05-21,1,3100.35,1.0,5.0,0.5,590,1,1,1,3,Lapsed
Guest_003437,2022-04-30,1,9501.56,2.0,0.0,0.0,611,1,1,3,5,Lapsed
Guest_003438,2023-04-21,1,4162.46,1.0,1.0,0.0,255,4,1,2,7,New
Guest_003455,2022-06-05,1,13551.24,4.0,1.0,0.0,575,1,1,4,6,Lapsed
Guest_003458,2023-10-26,1,5227.08,2.0,2.0,0.0,67,5,1,2,8,New
Guest_003459,2022-09-17,1,16657.94,4.0,3.0,0.0,471,2,1,5,8,Lapsed
Guest_003462,2023-08-13,1,17752.31,4.0,3.0,0.0,141,4,1,5,10,New
Guest_003468,2022-10-22,2,30072.649999999998,3.0,0.5,0.0,436,2,5,5,12,At Risk
Guest_003484,2022-11-15,2,13641.27,2.0,0.0,0.0,412,3,5,4,12,Lapsed
Guest_003485,2023-09-22,1,8037.01,2.0,0.0,0.0,101,5,1,3,9,New
Guest_003490,2023-07-22,1,4161.53,1.0,1.0,0.0,163,4,1,2,7,New
Guest_003493,2022-11-07,1,6206.59,2.0,1.0,0.0,420,2,1,2,5,Lapsed
Guest_003495,2023-10-25,1,6247.35,1.0,4.0,0.5,68,5,1,2,8,New
Guest_003509,2023-07-21,1,10357.84,3.0,2.0,0.0,164,4,1,4,9,New
Guest_003518,2023-10-23,1,7073.14,2.0,0.0,0.0,70,5,1,3,9,New
Guest_003524,2022-12-19,1,8896.24,3.0,4.0,0.0,378,3,1,3,7,New
Guest_003529,2023-01-18,1,3094.37,1.0,0.0,0.0,348,3,1,1,5,New
Guest_003538,2022-11-11,1,17766.73,5.0,2.0,0.0,416,3,1,5,9,New
Guest_003545,2022-12-01,1,7941.38,2.0,2.0,0.0,396,3,1,3,7,New
Guest_003546,2022-11-06,1,10884.35,3.0,1.0,0.5,421,2,1,4,7,Lapsed
Guest_003549,2023-07-05,1,3448.82,1.0,1.0,0.0,180,4,1,1,6,New
Guest_003552,2022-03-19,1,16885.34,4.0,0.0,0.0,653,1,1,5,7,Lapsed
Guest_003554,2023-08-10,1,22599.3,5.0,2.0,0.0,144,4,1,5,10,New
Guest_003557,2022-12-16,1,19536.56,4.0,1.0,0.0,381,3,1,5,9,New
Guest_003565,2022-03-10,1,3263.02,1.0,1.0,0.5,662,1,1,1,3,Lapsed
Guest_003568,2022-10-26,1,9615.92,3.0,0.0,0.0,432,2,1,3,6,Lapsed
Guest_003576,2022-10-08,1,13555.85,3.0,1.0,0.0,450,2,1,4,7,Lapsed
Guest_003580,2023-05-15,1,2956.31,1.0,2.0,0.0,231,4,1,1,6,New
Guest_003584,2023-10-03,1,6672.11,2.0,0.0,0.0,90,5,1,2,8,New
Guest_003590,2023-08-16,1,6509.26,2.0,2.0,0.0,138,4,1,2,7,New
Guest_003593,2022-10-10,1,8191.66,2.0,0.0,0.0,448,2,1,3,6,Lapsed
Guest_003599,2022-04-10,1,4634.4,1.0,1.0,0.0,631,1,1,2,4,Lapsed
Guest_003607,2023-11-10,1,3042.28,1.0,5.0,0.0,52,5,1,1,7,New
Guest_003609,2023-09-11,1,3270.28,1.0,1.0,0.5,112,5,1,1,7,New
Guest_003612,2022-12-12,1,6736.69,2.0,0.0,0.0,385,3,1,2,6,New
Guest_003614,2023-05-21,1,7499.7,2.0,1.0,0.5,225,4,1,3,8,New
Guest_003637,2023-08-13,1,9427.62,2.0,0.0,0.0,141,4,1,3,8,New
Guest_003638,2022-12-19,1,7503.82,2.0,3.0,0.0,378,3,1,3,7,New
Guest_003640,2022-06-12,1,3792.75,1.0,0.0,0.0,568,1,1,1,3,Lapsed
